คะแนนคณิตศาสตร์,คะแนนคอมพิวเตอร์,คะแนนภาษาไทย,คะแนนวิทยาศาสตร์,คะแนนศิลปะ,ทักษะการคิดเชิงตรรกะ,ทักษะความคิดสร้างสรรค์,ทักษะการแก้ปัญหา,ความสนใจด้านตัวเลข,ความสนใจด้านเทคโนโลยี,ความสนใจด้านการทำอาหาร,อายุ,เพศ,รายได้ครอบครัว,การศึกษาของผู้ปกครอง,จำนวนพี่น้อง,ชั่วโมงการนอน,ความถี่การออกกำลังกาย,ชั่วโมงใช้โซเชียลมีเดีย,ชอบอ่านหนังสือ,ประเภทเพลงที่ชอบ,แผนก,ชั้นปี,GPA,ความพึงพอใจในแผนก,หากเลือกใหม่จะเลือกแผนกเดิมไหม
47.2,53.5,50.4,96.8,61.5,6.4,8.8,9.1,7.7,6.8,9.5,18,1,5,2,2,5.2,3,7.8,0,3,อาหาร,1,2.97,3,1
57.3,98.5,82.4,74.9,30.8,5.5,4.4,3.7,7.0,2.7,5.6,16,1,1,3,0,6.2,3,3.7,0,2,สารสนเทศ,2,3.8,5,1
50.2,90.0,63.8,50.9,69.0,9.2,3.4,5.7,8.4,4.7,9.3,17,1,1,2,0,9.4,1,0.8,0,1,สารสนเทศ,3,3.15,4,4
54.9,79.1,45.1,38.9,76.3,4.2,4.7,8.4,7.2,2.5,4.0,19,0,1,3,1,9.1,2,6.1,1,1,สารสนเทศ,2,3.33,5,1
80.3,80.9,97.7,89.0,71.4,4.0,6.0,6.0,5.8,1.2,7.4,18,1,5,3,0,7.9,3,3.0,0,3,อาหาร,2,3.26,5,2
50.8,69.3,80.1,55.4,81.5,7.0,8.1,5.3,3.1,2.9,5.3,19,0,4,2,0,7.3,5,1.5,1,2,อาหาร,2,3.35,4,2
69.6,96.3,97.0,76.2,70.0,7.6,7.4,5.9,7.7,5.8,6.6,17,0,1,2,2,8.2,6,3.9,0,2,สารสนเทศ,1,2.73,4,1
63.3,64.7,59.9,63.0,34.7,4.4,4.7,7.2,5.3,5.3,5.5,18,0,3,4,1,7.3,0,7.4,1,4,สารสนเทศ,2,2.44,3,2
76.5,56.6,63.3,43.9,38.2,5.7,6.5,10.0,3.7,5.5,9.7,16,1,5,3,0,8.2,6,1.4,1,3,บัญชี,1,3.32,4,1
95.6,41.4,92.9,72.1,71.8,9.6,9.5,6.5,8.2,3.2,7.2,17,0,4,3,3,6.5,5,6.8,0,4,บัญชี,1,3.04,3,2
81.3,85.0,66.8,34.2,49.2,4.7,8.7,4.5,7.3,7.2,3.3,19,0,3,3,1,9.2,3,3.3,1,1,บัญชี,3,2.59,3,1
45.0,81.4,79.5,58.9,35.6,7.7,5.3,4.1,9.4,7.3,9.2,19,0,3,4,1,8.5,3,1.1,0,1,สารสนเทศ,2,3.55,4,2
32.2,56.9,47.7,68.3,60.1,8.2,9.9,3.3,2.5,4.2,3.6,19,1,5,2,1,6.6,2,6.8,0,2,อาหาร,3,3.3,4,2
48.4,31.8,61.3,60.5,68.8,6.1,8.0,6.9,6.8,8.9,4.3,17,1,2,3,3,9.2,4,7.8,0,4,อาหาร,1,3.18,4,2
71.7,88.7,38.6,82.4,53.0,9.6,3.4,6.8,3.2,6.8,1.9,17,0,4,2,0,7.4,0,2.3,1,2,สารสนเทศ,1,3.73,5,2
33.6,30.8,44.4,88.0,80.4,8.2,3.2,4.4,9.1,7.4,9.1,18,0,5,4,3,5.9,0,2.4,0,3,อาหาร,3,3.62,4,1
64.7,79.3,30.1,84.0,75.1,6.2,4.2,7.9,1.9,3.5,3.6,18,1,2,1,1,5.4,4,3.1,0,2,สารสนเทศ,1,3.03,3,1
71.8,97.9,32.7,32.7,53.3,7.0,8.1,8.2,6.9,1.0,3.3,19,0,5,2,1,8.5,2,6.5,1,1,สารสนเทศ,1,2.7,4,4
53.4,60.6,98.4,43.6,82.8,7.8,4.3,4.8,8.1,8.8,9.3,17,1,5,4,2,9.3,3,0.1,0,1,อาหาร,2,2.85,3,1
84.0,46.4,47.0,67.6,75.4,7.1,6.6,5.4,4.2,8.4,8.2,18,0,3,1,2,9.0,4,1.8,0,2,อาหาร,1,2.79,3,4
37.5,79.3,76.4,95.4,74.6,9.2,3.7,9.9,9.6,2.1,2.3,17,1,5,3,2,8.3,6,5.6,1,3,อาหาร,3,2.87,3,4
35.3,87.2,88.7,88.4,68.7,5.5,9.4,5.6,8.7,4.4,7.9,16,1,2,3,2,5.7,6,3.2,0,4,อาหาร,2,2.9,4,1
81.0,68.3,68.5,89.0,30.8,5.1,5.4,8.3,3.7,7.0,9.2,17,1,3,2,1,5.5,6,2.6,0,1,บัญชี,3,2.82,4,5
64.7,97.7,40.7,51.2,78.8,4.5,9.4,6.2,1.1,6.9,1.7,19,0,2,1,3,6.7,0,7.0,1,1,สารสนเทศ,3,3.27,4,2
78.2,33.6,81.0,60.1,56.3,3.3,9.6,8.6,3.7,8.7,8.4,17,0,2,4,2,9.3,0,7.3,0,3,บัญชี,1,3.21,4,1
60.4,65.3,72.0,62.9,96.0,3.3,3.0,8.4,3.5,2.3,5.9,19,1,3,3,3,9.8,6,7.6,0,2,อาหาร,2,3.82,5,2
47.2,80.3,81.2,41.0,87.3,9.1,6.2,7.7,9.0,4.9,7.0,18,1,2,3,2,6.2,6,2.2,0,1,อาหาร,1,2.69,3,1
87.3,90.4,83.9,32.2,71.1,7.7,3.2,9.0,9.7,1.9,5.4,18,0,1,1,0,8.8,6,7.3,1,1,บัญชี,1,3.47,4,1
86.0,42.5,98.3,96.3,47.7,7.6,9.4,9.6,1.6,4.5,7.3,18,1,5,4,2,7.9,3,5.9,0,3,บัญชี,3,2.77,3,5
78.6,86.0,70.1,46.8,44.3,7.3,6.6,7.1,5.2,1.1,1.3,16,0,3,3,3,5.2,3,1.2,0,2,สารสนเทศ,1,3.55,4,1
49.1,68.7,53.9,46.8,53.8,8.9,3.5,4.7,5.9,9.1,7.9,19,1,3,3,2,7.7,1,4.9,0,3,สารสนเทศ,1,2.84,3,4
71.3,57.8,75.4,35.8,63.4,6.4,3.8,5.8,1.8,5.7,1.3,16,1,1,2,0,9.0,5,0.2,0,3,บัญชี,1,3.03,4,2
55.3,39.2,34.8,95.0,50.7,9.1,5.7,8.3,4.4,8.6,5.1,16,0,1,4,3,6.4,4,5.7,1,2,อาหาร,1,2.79,3,1
36.4,90.6,92.8,70.6,66.0,5.5,9.6,7.6,3.9,1.5,2.4,18,0,1,3,3,9.5,3,5.9,0,1,สารสนเทศ,2,2.53,3,4
94.2,41.0,38.4,76.7,41.6,9.5,7.9,4.2,5.8,3.0,8.4,19,1,1,1,3,6.2,1,6.3,1,4,บัญชี,2,3.57,4,2
39.6,51.7,52.9,93.8,98.4,7.9,9.1,3.4,7.0,3.3,3.8,17,0,4,3,1,5.4,2,1.4,0,4,อาหาร,2,3.91,5,2
96.5,50.3,87.1,54.2,37.6,4.8,5.6,7.8,7.3,4.5,5.1,17,1,3,4,3,5.8,6,5.0,0,4,บัญชี,3,3.85,5,1
61.2,91.0,71.8,73.5,95.2,6.9,3.3,4.8,2.2,8.2,4.9,19,0,2,2,1,9.2,0,1.4,0,3,อาหาร,1,3.02,3,1
43.0,77.1,57.6,32.7,94.0,6.7,9.8,6.5,8.3,4.5,8.0,17,1,3,3,0,7.1,4,7.6,0,1,อาหาร,1,3.1,4,2
67.9,85.8,63.1,43.1,66.8,4.0,3.1,8.2,7.1,2.8,5.3,18,0,3,1,3,9.0,5,5.4,0,1,สารสนเทศ,1,3.04,4,1
91.1,47.5,89.8,88.2,80.7,7.1,9.6,6.9,9.0,1.6,8.1,18,0,3,3,3,7.7,2,0.8,1,1,อาหาร,2,2.68,4,1
81.3,73.7,53.8,83.7,60.5,5.2,5.6,3.6,5.0,1.7,1.7,16,1,1,1,3,7.4,4,1.5,1,1,บัญชี,2,2.57,3,4
86.5,70.0,90.9,54.5,74.1,3.4,3.1,4.3,9.0,7.8,2.7,18,1,1,4,0,9.0,4,5.3,0,3,บัญชี,3,2.82,4,1
76.1,88.3,36.2,56.4,53.8,9.6,7.8,4.5,8.8,5.0,6.0,17,1,4,2,1,7.1,3,3.8,1,4,สารสนเทศ,2,3.19,4,1
78.5,93.4,84.4,67.3,51.1,7.5,9.9,4.8,4.9,7.5,9.5,16,1,3,4,2,9.0,1,5.9,1,4,สารสนเทศ,1,3.42,4,2
89.4,30.9,89.3,30.0,70.5,9.1,9.8,7.0,4.4,7.1,1.7,19,1,5,3,0,5.5,4,2.2,0,2,บัญชี,1,3.68,4,3
47.5,77.2,42.7,46.9,64.9,7.7,4.1,6.5,9.4,2.2,1.4,19,1,4,3,0,8.2,5,5.3,0,1,สารสนเทศ,2,3.46,5,1
64.3,33.6,60.1,44.6,70.6,5.5,4.3,4.4,7.4,2.3,2.4,16,0,1,2,0,8.5,2,1.4,1,4,อาหาร,2,2.45,3,1
45.5,68.4,41.6,47.5,50.1,6.6,7.0,3.5,9.4,7.8,6.8,18,1,3,1,1,9.5,5,4.3,0,4,สารสนเทศ,1,3.0,3,2
99.1,50.1,79.5,86.4,55.7,7.7,7.5,4.2,8.2,7.5,4.6,16,1,1,4,1,6.1,4,7.7,1,1,บัญชี,2,2.88,3,4
96.1,51.5,67.5,49.6,35.9,9.7,8.2,9.9,6.5,4.4,8.4,16,1,2,1,1,8.0,5,5.0,1,1,บัญชี,3,3.91,5,1
32.8,54.7,74.5,43.4,33.7,4.8,4.3,6.3,2.0,1.7,1.6,18,1,1,3,1,7.2,5,0.4,0,4,สารสนเทศ,2,2.6,4,4
79.4,73.5,43.8,65.3,47.7,9.1,9.7,9.1,3.6,1.1,2.8,19,0,1,1,1,6.9,6,7.9,1,2,บัญชี,2,3.11,4,1
94.8,53.4,44.8,90.6,35.2,9.5,7.5,8.9,9.7,3.6,3.7,16,1,4,4,3,5.5,1,1.3,0,1,บัญชี,3,3.7,4,4
42.6,81.3,32.9,46.9,37.3,7.7,8.9,6.6,3.9,1.1,6.6,19,1,2,1,2,5.7,0,5.7,0,4,สารสนเทศ,1,3.72,4,1
69.8,58.3,52.5,35.5,86.9,9.5,6.8,7.9,1.8,3.1,7.2,17,0,5,3,2,9.2,4,4.3,0,2,อาหาร,1,3.16,4,1
94.1,34.8,69.2,54.9,32.7,5.8,5.9,4.3,7.4,4.8,2.1,18,0,5,4,1,8.7,2,2.4,0,3,บัญชี,1,3.88,5,2
32.4,84.9,90.1,82.3,76.1,9.7,9.8,7.8,7.6,2.1,9.5,17,1,5,1,1,6.9,6,1.4,0,2,อาหาร,1,3.09,4,2
78.8,50.0,76.7,68.5,49.1,7.9,7.1,4.9,3.6,1.9,4.1,19,0,3,1,3,9.1,6,1.4,0,1,บัญชี,3,2.78,4,2
50.8,60.3,60.5,87.2,91.0,3.3,9.1,8.8,3.7,9.1,7.4,17,1,5,4,1,5.4,0,6.9,1,3,อาหาร,1,3.57,4,5
94.7,78.0,96.7,97.2,63.9,9.3,9.7,3.6,5.2,6.3,5.7,17,0,3,3,3,8.1,5,7.0,0,2,บัญชี,2,3.38,4,3
98.0,53.3,80.3,85.5,51.4,6.4,7.7,8.4,1.2,9.4,3.0,17,0,1,4,3,9.3,0,3.7,0,4,บัญชี,2,2.9,3,4
96.1,34.0,95.1,72.3,66.2,6.2,6.8,3.7,8.1,4.1,8.6,16,0,5,3,0,9.2,3,0.8,0,1,บัญชี,2,3.18,4,1
63.2,56.2,66.9,64.5,56.7,7.0,3.0,9.2,3.9,7.1,8.4,16,0,4,1,0,6.9,3,7.1,0,3,อาหาร,2,3.12,4,3
90.3,96.1,48.1,32.8,69.5,4.0,3.3,5.1,8.7,2.8,4.6,18,0,2,4,1,8.7,4,3.9,0,4,สารสนเทศ,2,2.62,3,5
89.1,74.9,33.7,98.9,38.0,6.3,4.4,7.6,8.2,6.6,6.3,19,1,2,3,3,7.1,6,3.5,1,3,สารสนเทศ,2,2.99,4,4
52.3,77.0,80.8,56.8,99.8,8.8,4.3,6.4,7.0,2.2,3.3,19,1,1,4,1,9.2,2,3.3,0,2,อาหาร,3,2.61,3,4
88.0,74.3,38.5,40.7,59.8,3.1,4.8,5.6,3.9,1.0,7.2,18,0,2,1,0,7.7,3,2.9,1,4,บัญชี,1,3.43,4,2
32.6,43.9,51.2,76.7,54.4,4.9,5.1,7.5,5.6,9.4,3.8,19,0,2,4,0,8.8,5,4.2,0,1,อาหาร,1,3.52,4,1
71.7,59.3,67.3,49.9,79.7,3.0,5.5,9.6,5.0,6.0,8.6,19,0,1,1,0,5.4,1,4.8,1,4,อาหาร,2,2.93,4,1
46.1,82.6,69.5,71.0,55.5,5.9,5.9,3.3,4.0,9.3,3.0,17,1,1,1,0,8.0,1,3.7,0,2,สารสนเทศ,1,3.02,4,4
38.4,37.1,72.0,71.1,88.3,8.1,3.7,9.4,8.6,4.0,1.1,17,1,1,1,0,7.8,5,7.2,0,3,อาหาร,2,3.94,5,1
35.4,49.4,41.6,61.2,61.8,8.6,3.3,7.3,5.4,4.0,3.4,19,1,4,3,1,8.0,0,2.5,1,4,อาหาร,3,2.41,3,4
78.7,49.3,56.6,88.5,80.4,9.6,7.7,8.7,8.5,4.6,2.7,18,0,1,3,1,8.5,5,4.6,0,3,อาหาร,3,2.52,3,1
53.8,60.2,73.2,48.5,37.5,7.3,6.8,5.7,1.9,7.4,5.6,18,1,1,2,0,9.6,0,2.4,1,1,บัญชี,3,2.73,3,1
80.7,98.6,97.9,61.4,89.2,4.8,6.1,6.3,2.3,6.1,2.8,19,0,1,3,1,8.9,0,6.0,1,4,สารสนเทศ,1,3.28,4,3
34.6,34.7,80.9,67.6,81.5,9.5,7.4,9.1,9.8,9.3,7.9,18,0,5,2,0,6.1,1,0.8,0,3,อาหาร,1,4.0,5,1
52.1,66.3,94.6,76.5,44.8,8.4,8.8,5.9,6.3,1.2,3.2,18,0,5,4,0,9.1,3,1.5,1,1,อาหาร,3,2.77,4,1
67.8,42.6,83.4,84.9,40.2,7.0,6.0,6.7,5.6,7.4,7.4,17,0,4,1,0,5.6,5,6.4,1,2,บัญชี,3,2.11,3,3
85.4,97.9,71.4,57.6,52.1,7.9,7.5,3.1,5.7,4.0,6.2,18,1,4,3,1,8.1,3,1.5,0,4,สารสนเทศ,2,2.99,4,4
52.3,37.9,43.4,75.2,98.3,9.5,9.7,4.1,2.9,2.6,9.9,16,1,2,1,1,9.4,4,5.0,0,4,อาหาร,3,3.94,5,1
73.8,58.3,76.7,40.5,48.0,8.0,8.9,7.5,7.5,5.6,10.0,17,0,5,2,3,5.5,2,7.8,0,4,บัญชี,3,3.0,4,2
92.0,81.7,73.6,95.3,61.9,5.6,6.0,8.0,1.8,5.5,8.8,16,0,4,3,1,9.2,1,4.2,0,3,สารสนเทศ,2,3.29,3,4
73.1,79.3,72.2,56.8,32.1,8.0,7.5,7.1,6.2,2.2,7.8,19,0,4,3,1,9.0,6,1.5,0,3,สารสนเทศ,1,2.84,3,1
46.3,59.6,64.3,81.1,57.8,3.3,4.2,4.0,6.1,2.8,4.5,18,0,2,3,2,7.5,0,2.6,1,1,อาหาร,2,2.38,3,4
31.7,54.3,67.0,31.4,70.0,5.7,6.9,6.1,9.2,4.7,7.8,16,0,1,3,0,6.5,2,6.6,1,4,อาหาร,3,3.03,4,1
90.9,57.8,53.4,44.4,96.7,5.8,9.9,5.5,5.7,4.7,9.6,18,0,3,1,0,7.0,0,2.8,1,1,อาหาร,1,3.07,4,4
31.5,48.5,66.4,64.1,66.2,4.2,6.6,6.5,2.2,3.9,1.2,16,1,2,3,1,9.8,2,5.8,1,4,อาหาร,2,3.28,4,3
91.2,44.4,43.8,91.5,87.3,3.2,9.5,9.1,6.2,2.3,5.8,17,1,3,2,1,6.0,2,6.2,0,2,อาหาร,2,3.08,4,4
67.0,63.8,86.4,66.9,68.3,3.9,5.9,8.4,1.8,1.0,3.0,19,1,2,3,3,7.9,3,4.0,0,4,อาหาร,1,3.09,4,2
95.7,48.8,43.0,95.1,32.9,7.6,10.0,3.6,2.8,9.7,6.0,16,0,2,2,2,5.4,6,6.3,1,1,บัญชี,2,2.48,3,4
85.9,50.1,35.9,63.9,52.1,8.6,7.1,9.2,1.3,9.5,5.2,17,1,1,2,0,6.1,4,2.5,0,3,บัญชี,1,3.28,4,2
99.9,76.0,60.5,64.3,70.3,9.9,3.3,6.3,5.6,5.4,6.2,19,1,4,1,0,8.8,4,4.1,1,2,บัญชี,3,3.06,4,1
54.5,97.8,76.1,38.4,96.5,5.4,7.1,8.2,1.8,10.0,6.0,16,1,5,3,1,6.5,0,5.5,0,2,สารสนเทศ,2,2.94,4,1
83.7,72.3,60.6,86.2,90.1,7.2,4.9,4.0,5.2,7.1,9.6,16,1,2,2,1,9.9,1,1.3,0,4,อาหาร,3,3.16,4,5
58.1,35.4,49.4,47.3,46.0,9.6,3.2,7.7,9.4,1.6,6.0,17,1,1,3,2,7.5,4,2.2,0,2,บัญชี,1,3.34,3,2
63.6,35.3,69.1,93.0,45.4,4.2,8.7,4.7,7.5,2.1,8.6,19,0,3,1,0,7.6,1,5.2,0,1,อาหาร,1,3.0,4,1
73.9,96.6,54.3,93.8,44.1,8.0,4.9,6.1,1.7,9.2,3.9,19,0,4,1,2,5.2,0,5.2,0,1,สารสนเทศ,3,3.27,5,2
91.2,50.8,95.3,96.0,94.6,8.3,8.6,3.1,3.0,6.7,4.9,17,0,2,3,0,9.8,1,3.9,0,4,อาหาร,1,3.07,4,1
98.9,36.4,94.6,66.4,89.7,3.6,5.0,4.1,7.1,8.6,5.2,18,1,3,2,1,5.9,2,6.4,0,3,บัญชี,1,2.71,4,1
83.8,71.9,65.2,77.4,84.2,9.0,4.4,3.6,9.1,9.1,3.5,17,0,2,4,2,7.7,2,3.9,0,2,อาหาร,1,2.57,3,5
59.2,73.7,53.0,84.5,57.5,8.7,9.8,4.7,1.3,5.0,4.4,19,1,5,4,3,7.0,0,7.1,0,2,สารสนเทศ,2,3.31,4,1
59.5,75.4,81.6,39.2,65.3,3.2,5.5,3.7,8.3,1.4,6.4,17,0,5,1,1,7.1,1,5.9,0,4,อาหาร,1,2.87,4,1
81.6,48.7,32.6,72.1,62.5,3.6,7.2,7.8,6.1,2.7,6.2,18,1,4,2,3,8.2,6,2.5,1,2,บัญชี,2,3.38,3,1
46.7,31.1,63.2,32.4,47.7,3.3,7.3,3.2,5.9,1.6,6.7,17,1,3,4,3,8.3,6,3.2,0,3,อาหาร,2,2.82,3,1
37.7,97.6,53.5,64.8,65.4,5.3,6.9,7.3,9.6,2.7,4.2,17,0,5,2,3,5.8,1,5.3,0,4,สารสนเทศ,2,3.01,4,2
54.8,47.6,94.4,40.8,32.1,6.6,9.4,4.0,7.7,4.7,3.8,16,0,1,3,0,7.5,0,7.2,1,1,บัญชี,3,2.66,3,1
50.1,77.3,30.8,42.8,39.2,6.7,7.7,9.6,8.7,2.1,6.5,18,1,4,1,3,9.0,6,1.4,1,2,สารสนเทศ,1,3.79,5,2
50.7,79.5,68.7,55.6,92.1,4.9,5.8,9.5,4.2,2.5,2.2,19,1,2,3,0,7.2,4,4.1,0,4,อาหาร,2,2.53,3,3
46.4,72.7,81.8,60.3,82.6,9.4,9.0,4.6,6.0,5.0,3.3,18,0,3,3,2,5.8,3,1.0,0,1,อาหาร,1,3.41,4,1
32.9,51.9,64.0,73.6,59.6,5.6,4.3,7.3,6.5,4.1,1.4,19,0,3,3,1,6.6,4,2.2,0,1,อาหาร,3,2.73,4,1
31.3,49.0,36.0,35.2,66.2,3.3,6.8,3.2,3.9,5.2,1.7,19,1,1,2,0,6.1,5,5.5,0,1,อาหาร,3,2.65,4,1
99.1,71.8,98.1,65.3,55.9,5.1,9.7,9.5,6.1,4.9,3.2,16,0,5,4,0,5.6,3,0.6,1,4,บัญชี,1,3.82,5,1
59.9,90.6,66.3,42.8,81.9,6.7,7.4,6.7,3.1,6.8,1.2,18,0,3,3,2,6.9,1,5.3,1,4,สารสนเทศ,1,2.94,4,2
56.9,96.3,73.0,70.2,84.9,5.9,8.7,3.3,2.3,9.4,3.2,16,0,1,1,2,7.7,3,7.2,1,1,สารสนเทศ,1,2.8,4,2
77.6,37.4,46.6,74.6,83.4,4.9,7.6,5.4,4.4,2.0,6.9,17,0,1,2,1,5.4,6,7.8,1,1,อาหาร,3,2.9,3,1
45.3,40.8,63.8,69.0,80.6,3.9,8.9,3.5,7.7,1.9,1.5,18,1,2,4,2,8.0,3,1.7,0,4,อาหาร,2,3.46,5,2
96.5,96.1,60.0,81.7,44.3,8.7,9.6,5.8,9.2,8.7,4.9,17,1,1,3,0,10.0,1,6.0,1,4,สารสนเทศ,3,3.55,5,2
85.0,81.6,35.2,53.5,53.7,10.0,4.9,7.7,5.1,5.6,9.2,18,1,4,1,1,9.8,2,7.4,0,3,สารสนเทศ,1,3.35,4,5
36.3,91.8,37.4,83.6,62.9,5.3,4.2,6.3,6.8,7.9,8.1,19,0,3,3,1,9.1,3,0.7,0,1,สารสนเทศ,2,3.29,4,1
59.2,44.2,88.6,60.3,53.2,5.7,6.4,5.7,1.9,2.9,3.7,17,1,4,4,1,6.3,6,3.3,1,2,อาหาร,2,2.77,4,1
91.5,71.1,46.8,63.9,82.8,7.3,7.9,3.8,9.1,8.5,9.3,18,1,1,4,3,5.1,6,7.4,0,2,บัญชี,3,2.07,3,4
96.1,79.1,43.6,75.4,53.1,8.0,4.6,4.7,6.1,9.3,4.0,18,0,1,3,3,9.2,0,1.6,0,4,บัญชี,1,2.89,4,1
62.7,77.6,65.3,31.3,39.7,5.7,3.0,3.7,8.0,6.7,1.7,17,0,4,3,0,5.3,4,7.5,1,2,สารสนเทศ,1,2.83,3,1
72.9,58.6,83.8,75.8,57.9,9.3,5.4,8.7,8.1,2.0,9.9,16,1,2,2,3,6.0,1,4.2,0,4,อาหาร,3,2.68,4,1
41.7,31.1,34.3,73.3,98.6,6.9,9.8,3.9,3.3,9.1,8.8,18,1,1,4,2,7.7,1,0.8,0,3,อาหาร,1,3.51,5,2
99.4,70.8,70.4,51.7,45.8,6.2,7.9,7.2,5.8,8.1,5.2,16,0,4,4,1,5.9,3,3.6,0,4,บัญชี,2,3.37,5,1
46.2,47.7,38.3,36.0,72.9,7.5,5.8,5.4,9.6,7.8,7.0,16,0,4,3,0,9.2,2,2.6,1,1,อาหาร,2,3.61,4,1
96.0,61.5,32.6,36.4,60.3,9.7,4.3,4.6,1.8,1.3,7.0,16,0,3,1,2,8.9,2,2.3,0,4,บัญชี,1,3.61,5,1
75.5,97.0,33.7,94.6,35.0,8.6,5.5,7.5,7.1,8.2,2.8,16,0,2,3,1,8.8,4,4.3,0,2,สารสนเทศ,1,3.73,5,1
72.5,57.9,88.4,78.2,64.2,3.3,4.2,6.2,9.7,2.2,2.8,16,0,5,3,2,9.1,4,3.9,0,2,อาหาร,2,2.75,3,4
65.9,88.8,38.3,38.9,79.2,5.3,3.7,5.8,3.7,3.0,5.2,19,1,4,4,3,6.1,6,3.9,1,2,สารสนเทศ,1,3.21,4,2
46.1,43.2,33.2,55.0,65.9,6.3,9.3,7.1,8.8,6.2,9.2,16,1,3,2,2,8.6,2,0.7,1,1,อาหาร,1,3.96,5,1
42.4,77.1,60.7,71.5,91.0,5.2,10.0,6.4,9.4,3.4,1.1,19,1,5,3,3,6.8,5,6.4,0,4,อาหาร,3,2.82,4,4
45.4,98.4,89.1,88.5,50.2,7.9,4.1,5.1,7.7,7.0,8.0,18,1,3,1,2,8.3,2,3.9,0,4,สารสนเทศ,3,2.86,4,1
43.1,37.1,48.4,33.1,36.0,8.8,3.4,6.9,3.1,6.5,1.5,19,0,3,1,0,5.6,2,6.6,0,2,บัญชี,3,2.66,4,1
84.6,30.6,59.5,46.6,95.6,8.1,5.3,7.7,4.0,2.0,5.3,19,0,2,3,3,8.5,3,6.6,0,1,อาหาร,3,2.68,4,5
54.5,60.4,32.8,92.3,56.5,9.9,6.2,3.2,1.3,6.9,6.7,16,1,1,1,3,9.9,6,2.5,0,2,อาหาร,3,2.8,3,5
34.0,36.5,61.4,30.6,70.3,4.9,4.4,6.3,8.5,9.3,7.2,18,0,2,1,1,5.2,0,0.0,0,2,อาหาร,3,3.43,4,4
97.8,82.4,70.4,44.1,85.4,9.1,5.1,3.4,8.6,2.4,1.5,18,1,5,3,3,5.5,4,7.3,1,1,บัญชี,3,3.75,5,2
91.9,94.0,70.0,97.1,52.7,8.4,4.4,4.3,6.7,6.4,4.8,18,1,2,1,1,5.6,5,6.1,1,2,สารสนเทศ,2,2.84,3,3
94.9,60.4,53.3,72.9,80.1,5.5,8.4,6.9,4.2,4.1,6.3,17,1,1,1,3,7.2,5,0.9,0,3,อาหาร,2,2.58,3,3
99.6,48.1,52.1,48.3,39.5,8.1,8.0,9.1,1.7,5.1,1.6,19,1,2,3,3,6.5,1,5.6,0,1,บัญชี,2,3.22,5,1
42.2,60.4,37.5,34.7,50.4,3.7,7.4,9.2,7.8,3.6,2.2,16,1,2,4,3,9.0,2,0.2,0,2,สารสนเทศ,3,3.04,4,2
57.7,80.6,55.7,32.0,40.1,8.5,5.7,3.5,7.5,4.2,7.0,17,1,2,2,3,7.4,2,0.2,0,4,สารสนเทศ,2,2.69,4,2
83.1,30.6,37.0,47.1,86.8,6.7,9.4,5.9,9.2,1.3,5.7,16,0,4,2,1,7.4,0,4.2,0,3,บัญชี,3,2.98,3,2
78.7,71.3,83.7,91.7,45.6,5.0,9.8,7.1,7.6,9.8,2.5,17,0,4,4,0,8.6,6,0.8,0,4,บัญชี,1,2.68,3,3
40.8,72.9,97.6,59.1,80.2,7.6,4.2,4.0,8.5,6.6,5.8,18,1,2,3,2,6.8,2,7.7,0,4,อาหาร,3,3.6,4,2
87.1,74.6,97.9,80.4,96.0,7.5,4.6,8.4,7.7,5.5,9.2,17,1,1,4,3,6.8,4,7.2,0,3,อาหาร,2,2.62,4,2
45.7,46.9,90.6,94.3,66.9,4.5,6.7,8.2,6.7,4.5,1.1,18,1,1,2,3,8.8,5,5.2,1,1,อาหาร,1,3.92,4,1
45.7,80.0,72.1,58.6,67.8,3.2,3.6,9.3,4.8,5.9,6.8,17,0,1,2,0,8.9,2,0.5,0,2,สารสนเทศ,3,3.0,3,1
67.6,36.4,79.1,43.4,62.3,6.0,6.1,3.1,9.1,4.4,1.7,16,0,1,2,1,5.1,0,2.6,0,4,บัญชี,1,3.25,4,5
71.5,43.9,50.0,66.2,52.8,7.0,7.1,4.5,6.9,4.2,1.1,16,0,3,2,2,5.7,3,3.0,0,4,บัญชี,1,2.59,3,4
70.6,91.4,74.2,93.6,63.3,9.1,6.7,8.8,4.6,5.2,2.4,17,1,2,3,0,6.1,4,3.8,1,4,สารสนเทศ,1,3.45,4,4
36.4,81.7,61.9,86.3,72.2,9.5,5.3,7.7,1.8,3.5,4.8,19,0,2,2,0,6.8,3,1.4,0,1,สารสนเทศ,1,2.93,4,1
91.4,31.0,63.7,34.6,99.0,6.7,6.8,9.3,3.6,2.6,8.2,19,1,3,2,0,6.5,1,4.6,0,4,บัญชี,1,2.36,3,1
48.6,47.4,83.0,78.5,95.6,8.3,9.7,3.4,5.9,6.0,3.5,17,0,1,3,0,8.3,0,3.5,1,4,อาหาร,2,4.0,5,2
39.1,45.0,49.7,70.0,90.4,6.1,4.4,7.2,3.5,8.6,6.6,19,1,5,4,3,9.1,1,7.6,1,4,อาหาร,3,3.31,4,2
92.2,49.0,52.3,93.5,92.2,8.2,7.6,7.0,3.0,2.4,4.7,16,1,5,3,2,6.0,1,7.5,1,3,อาหาร,2,3.45,4,2
96.9,47.3,94.7,38.6,62.7,4.4,3.3,3.2,5.7,1.3,3.1,19,1,3,2,3,7.8,5,4.5,0,3,บัญชี,2,3.7,5,1
